,text,label
1904,"Наличие NFC, датчик отпечатка, дешевый, не тормозит.",1
1905,"Весьма не плохая камера за такие деньги. Шустро работает. Корпус не скрипит. Меня хорошо слышно, громкий динамик на звонки и музыку.",1
1906,"Дешево и сердито. Корпус из самого простого пластика, но идеально подогнан, не скрипит и очень приятен на ощупь. Кнопки удобные и отзывчивые.",1
1907,Цена - качество. Удобство не большой и не маленький.,1
1908,Низкая цена. Эа такую цену отличный девайс,1
1909,"Отличный аппарат очень нравился,заряд долго держит,качество сборки хорошее крепкий корпус",1
1910,"Внешний вид, цена. Хороший интерфейс.",1
1911,"Пользуюсь больше 2-х лет. Модель хорошая, отличный дисплей, камера на удивление хорошо снимает. Скорость отклика, цветопередача дисплея.",1
1912,"Производительность. Память. Батарея средненькая, на день хватает по инету поюзать. Видео смотреть часа на 2-3 Отличная камера - ночное небо фотографировал",1
1913,30 декабря 17 го зарядил и 8 января 18го осталось еще 14%.,1
1914,"- 4 полноценные симки, при этом можно вставить и нано, и микро аккуратно, без переходника, при этом не будет ошибки о том, сим не вставлена, как на моем старом филипсе. - Неплохая автономность - Отсутствие интернета - Приемлемое качество голоса",1
1915,"Цена, вес, андройд, красивый, удобный.",1
1916,"Легкая маленькая раскладушка, которую можно носить в кармане рубашки. Два экрана.",1
1917,"Недорогой аппарат. Возможность двух сим карт. Приятные мелодии звонка и смс. Компактный, хорош для летней одежды",1
1918,"Камера, очень быстрая разблокировка по отпечатку пальца, быстрая зарядка, шустрый смартфончик)",1
1919,"Цена-качество, 8500руб Али на декабрь 2016. На сегодняшний день телефон справляется с основными задачами - звонки, мессенжеры, почта, музыка, чтение новостей. После трудового дня от телефон остается 40-50% акб (в основоном интренет подключен через wifi) Прочность (несколько падений и полетов в стену)",1
1920,"Лёгкий и громкий (звонок не пропустишь), индикация на панели, срабатывает вибро при соединении с абонентом, фонарик с отдельной кнопкой, радио работает без гарнитуры. Разговоры можно записывать автоматически.",1
1921,лучший телефон за эти деньги,1
1922,"Главное достоинство - батарея. Держит неистово. Даже когда весь день сижу в вацапе или в браузере. Держит 2-3 дня спустя год работы. Также из плюсов, он прочный, хороший экран, приятный на ощупь.",1
1923,"Красивый, задняя крышка не скользит, надёжно удерживая телефон в руке. Быстро адаптируется к нужным программам. Если удалить все лишнее, работает быстро. Обновился сам сразу. Есть otg проводок. Хороший звук, удобен как телефон, есть смарт кнопка, раздельные режимы звука, лёгкий. Дисплей прекрасный, отличные фото. Можно установить сторонние камеры, но и своя снимает прилично. Связь отличная.",1
1924,"4 активных сим карты. Микрофон и динамики вполне нормального качества, речь не искажают. Худо -бедно , но на несколько дней зарядки хватит.",1
1925,"Размер, батарея, качество сборки",1
1926,"- Синий цвет, не такой скучный. - Хорошо работает будильник - зарядить можно как то микроЮСБ, так и зарядкой от нокии. - плеер работет, не так уж и плохо (но до первого звонка, потом карта памяти отваливается и тютю вся музыка)",1
1927,Крепкий. Аккумулятор долго держит.,1
1928,"Аккум, экран, достаточно шустрый, очень живучий оказался",1
1929,"На момент покупки заинтересовал дизайном, единственный +",1
1930,Дизайн Камера Батарея Экран,1
1931,"Экран (разрешение,диагональ,количество-PPI ну и то что IPS) , Android-6.0 , дизайн и размеры корпуса",1
1932,"Камера (главное достоинство - она шикарна), сборка, материалы, внешний звук, MIUI 10, скорость, безглючность, быстрая зарядка. Нет богомерзких бровей и дыр на экране.",1
1933,"Прежде всего это удачное сочетание железа и софта. Спустя столько лет после появления на рынке, iphone 4s остается единственным по соотношению габаритов и производительности. Корпус считается лучшим из всех поколений iphone. Он очень точно сделан, из качественных материалов и рассчитан на многолетнюю эксплуатацию. При использовании защитного чехла, защитного стекла на экран и заглушки, корпус практически не изнашивается, в него не попадает пыль. Софт - у меня ios 6.1.2. За четыре года эксплуатации ни одного сбоя, всё работает как часы. Операционная система быстрая, простая и понятная. Настройки продуманны и удобны. Некоторые ограничения (например Bluetooth), можно обойти с помощью программ из cydia и альтернативных менеджеров (вроде iTools). Например SBSettings позволяет быстро управлять GPS, Wi-Fi, Bluetooth и др., как в следующих ios. Батарея - родной батареи мне хватило почти на 3 года, после чего на горбушке, я купил не оригинальную батарею и отвертку, за 400 рублей. По видео инструкции с youtube я легко заменил батарею сам, время работы стало прежним. Если пользоваться интернетом, свежей батареи может хватить с утра до позднего вечера. Если только звонить и писать sms - батареи хватает на 2-3 дня. Чтобы батарея дольше служила, нужно стараться полностью её разряжать и полностью заряжать, с помощью программы BatteryDoctor. Фото/видео камера - даёт возможность записывать видео в разрешении 1080р. Снимать фотографии на уровне современных фотоаппаратов 'мыльниц'. При установленных сторонних приложениях - таких как TopCamera и Videon, функциональность не уступает камерам на android. Звук - на уровне плееров среднего класса, чего большинству хватает. Это позволяет использовать коммуникатор как полноценный плеер, с воспроизведением lossless форматов - например таких как flac, (при установленном стороннем плеере).",1
1934,"Неубиваемый телефон.зарядку держит неделю точно.качество связи хорошее,ловит везде и очень громкий.кроме динамика, плохо слышно собеседника.",1
1935,"Всё супер! Пользуюсь больше 2 лет. Желания поменять на другой тел нет. Загрузка молниеностно, зарядка тож. Фото сделанное без приближения, после можно приблизить так, что видно какая марка сигарет у человека за 200 метров от Вас. Чудо камера! Можно поставить карту памяти, что оч удобно, если много снимать фото/видео. Мой любимчик. Спасибо HUAWEI за качественную проработку дизайна и начинки!",1
1936,"Пользуюсь уже второй год. Сначала был в восторге. Сейчас, конечно, восторгов поубавилось. Из плюсов: - корпус из анодированного алюминия и противоударное стекло (крепкие, у меня уже не раз падал, и все норм), - AMOLED-экран (приятные, насыщенные цвета), - большая батарея (в регионах с плохой связью держит 1,5-2 дня, с используемым вай-фаем), - довольно высокая производительность (не фонтан, конечно, некоторые мощные игры подлагивают, но тянет), - неплохая фотокамера (хотя и автофокус туговат), - очень много встроенной памяти 64ГБ (в сравнении с моими прошлыми смартфонами, не смог её всю забить даже на 2/3, это ессно, при условии периодической очистки от мусора), - большая озу 4ГБ, - возможность расширения памяти и установка 2-ух сим-карт НЕЗАВИСИМО друг от друга (а не как сейчас любят совать в один слот или сим или карту-памяти), - 11 разных датчиков (хоть гироскоп, хоть компас, сканер отпечатка, акселерометр, шаговый, магнитный, гравитационный и тэдитэпэ), - великолепная комплектация (отличное зарядное с кабелем (зарядным пользуюсь до сих пор), бампер (так себе оказался, поплавился, да и внешне не очень, только портит внешний вид) и защитная пленка.",1
1937,"1. Внешний Вид 2. Экран , (Очень Яркий) 3. Фронтальная камера не плохая 4. Динамик Громкий 5. И Самое главное В Этой коробке Есть всё что нужно ( Micro USB , Вилка , Наушники (Звук хороший) , Документы).",1
1938,"Достойный флагман со всеми вытекающими, сочетание цена качество, отличная камера",1
1939,"Долгий заряд, почти идеальное качество связи, фонарь в комплекте, возможность ставить две сим-карты, поддержка флэш, возможность использовать как музыкальный плеер, приличная камера и качество видеосъемки. Опять же, живучесть из-за своеобразной конструкции.",1
1940,Много раз себя окупил пережитыми падениями и залитиями.,1
1941,"Приобретал в фирмен магазе , дали в подарок беспроводную зарядку к нему! В плюсах : функционал, Экран, дисплей, камера также хороша",1
1942,"долгое время работы, громкий динамик, фонарик, экран",1
1943,"Батарея,качество экрана,дизаин",1
1944,"Телефон покупала оригинальный, он очень прочный(падал не однократно из ручек годовалого малыша) ни единой царапины !!! не то что бы что то разбилось. Телефон летает, звук отличный! Камера супер. Корпус крепкий. Экран яркий и чувствительный. Второй экран притягивает взгляды)",1
1945,"Отличная батарея. Все работает из коробки. Очень удобные настройки, особенно можно настроить уведомления приложений. Gps отличный. Удобно лежит в руке.",1
1946,"Очень удобный телефон - лёгкий, хорошо лежит в руке, не скользкий, крупные кнопки, много настроек по размеру и цветам шрифта. Зарядки хватает на 5-7 дней. Хороший аудио-плеер. Качество приёма, звука динамика и микрофона - без всяких нареканий.",1
1947,"Стакан-зарядка, прочный корпус, громкий динамик.",1
1948,"Быстродействие, звук, громкость, память, комплектация.",1
1949,"1 ГБ ОЗУ, Чистая ОС, Основная камера (днём снимает отлично) , 4G и наличие ЦАП (особенно это чувствуется в наушниках*). Небольшая цена и Android 6.0 (до этого был только 4.2.2). Небольшой вес и размеры. Наличие хоть и сенсорных, но кнопок на корпусе, а не на экране. Отсутствие явного люфта, присущей этой категории смартфонов. Расположение зарядного и аудио-гнезда сверху (это очень удобно ночью, когда хочется поиграть, или почитать текст, ну, или при движении, чтобы телефон в кармане не переворачивать для наушников). Что-то похожее на защитное стекло, которое установили ещё на заводе, не раз и не два падал, но только лёгкая деформация (оно же и минус, см. ниже). Качество краски, по сравнению с другими смартфонами в этой ценовой категории, очень даже качественная, сама по себе не царапается (только от асфальт сильно содралась, а протёртостей нет), выдерживает даже испытания лаком для ногтей и последующим обдиранием его. Кстати, кнопки разблок. и громк. на одной стороне, что удобно во многих случаях, а лучше всего, когда требуется сделать скриншот (и это же минус). И ещё один плюс, который я оценила только тогда, когда купила другой смартфон, он круче, но тяжелее = из металла, а Jinga A500 пластиковый, им было удобно снимать селфи на не очень дорогой палке, а другой смартфон - просто невозможно, т.к. палка дешманская с риском выстрела. Я не боялась разворачивать Jingaу вертикально, и моя рука не уставала, хотя рычаг был - около метра.",1
1950,"Телефон Огонь! Самое лучшее сочетание Цена-качество что я нашёл! Смотрите сами: современное(модное) разрешение экрана, Камера очень неплохая, особенно почему то Фронталка, мне кажется она даже более лучшего качества чем основная, плюс большой выбор настроек и эффектов(подробней в комментариях), Седьмой Андроид, Батарейка 2400 Мач(ну покажите мне бюджетник у которого больше) и она реально норм, хватает на 2-3 дня обычного использования, по Дизайну очень нравится(сзади практически не отличим от Хонор 6А) в руках очень удобен, удачное расположение разъема для наушников, а главное не тупит, в интернете чувствует себя уверенно, без проблем ловит сеть и ВайФай...",1
1951,"-простота основных пунктов меню, - крупные кнопки, - крупный экран с довольно достойным качеством изображения, - отдельный ползунок для блокировки/разблокировки, - в комплекте идёт док-станция - для пожилого человека просто идеальный вариант, чтоб не тыкаться проводом в микроскопический разъём, - возможность заряда через обычный микро-юсб также присутствует, - четкость отклика на кнопки, без фризов и подтормаживаний, - хороший фонарик с отдельной кнопкой, - ну и, естественно, без вопросов справляется с основной функцией - голосовые вызовы.",1
1952,Дизайн Экран Камера Быстрая зарядка Nfc,1
1953,"Качественно держит сигнал Зарядку держит около 3-4 суток Нет камеры, что для таких телефонов является плюсом. Хороший фонарик. Памяти хватает с головой.",1
1954,"Цена, минимум функций, две сим-карты, громкость",1
1955,Довольно удобно держать в руках и печатат не смотря на малый дисплей. Все ещё стабильно работает после почти 2-х лет использования.,1
1956,Камера Звук Быстрота работы Память,1
1957,"Увесистый, 2 экрана, на внешнем видно кто звонит",1
1958,"Очень легкий. Внешне стильный, тонкий.",1
1959,"Только большие цифры и экран. - Наличие лупы порадовало, но очень слабая. - Наличие радио. Без инструкции не выключить. Очень недружелюбный интерфейс.",1
1960,"Конечно, камера не хуже, чем у Хуавей (когда платные боты Хуавея Мате20про отвалятся, то обнаружится, что Сони почему-то не делает фото на залитой солнцем с ИСО 6400) Намного раньше, чем у бракоделов из Самсуня появляется прошивка нового Андроида",1
1961,"Цена, быстрый сканер отпечатков пальцев, батарея, подобие голого андроида.",1
1962,"Пользуюсь больше года. Хорошая эргономика, ничего не тормозит. Android обновился до 7.0",1
1963,"Достаточно функциональный аппарат хорошего качества. Долгая работа аккумулятора. Хорошая читалка, фонарик, плеер.",1
1964,"Хороший аккумулятор, брутальный дизайн, приличный дисплей. Коммент по прошествии 3,5 лет использования (сегодня 06.03 2019) : телефон жив. Работоспособен. Не тупит, не тормозит. Все андроид-приложения, нужные мне, на телефон устанавливаются и работают. Менять не собираюсь. Считаю, что сделал тогда очень правильный выбор.",1
1965,Цена: 3490 руб. в сентябре 2016. Наличие 4G.,1
1966,"Пользуюсь около года телефоном, брал не новым, с сенсором проблем нет, зависаний нет как тут пишут выше, корпус ударо-прочный падал много раз на кафель. Батареи на день хватает, есть NFC.",1
1967,Хороший экран громкий динамик,1
1968,"Скорость, простота, цена, для зависания в соц.сети отлично подойдёт",1
1969,"Большая батарея (по ёмкости) Яркий фонарик. Очень громкий динамик. Качество связи среднее, есть телефоны и лучше, и хуже, по этому параметру.",1
1970,"Крупные кнопки, громкий звонок, неплохое качество сборки.",1
1971,"время работы неделя показывает 70 % заряда. часы на экране и на заставке. Крупные клавиши, и не мелкий шрифт. Вполне пригодное меню(не запутанное)",1
1972,"Сравнительно не дорогая модель, большой экран",1
1973,"Мне нравится экран, и наличие датчика отпечатков пальца.",1
1974,"Много функций такие как:автоматическое вкл/выкл телефона, блютус на передачу файлов ,фонарик, фм без гарнитуры, снимает видео ужасно) .диктафон",1
1975,"Интересный дизайн, легкий и удобный в использовании",1
1976,"Компактный, лёгкий, громкий. Лёгкий, с корпусом из нехрупкого пластика, поэтому ему не страшны падения. Память телефонной книжки 100 номеров по 30 символов. Оценку даю в соответствии соотношения цены и возможностей. Можно рекомендовать детям - интернет здесь только WAP, простейшая игрушка, которая надоест современному чаду за пару минут. Но кстати, несмотря на мизерный размер дисплея, довольно неплохо воспроизводит видео, даже 240320 - для мультиков вполне смотрибельно.",1
1977,"Дизайн смартфона, дисплей, звук долби",1
1978,Приятная на ощупь задняя крышка. Удобный интерфейс. Боле имение быстрый отклик.,1
1979,Такого я в руках еще не держал) Маркет не разрешает ругаться))),1
1980,"Андроид 7.1.1., 4G LTE работает отменно, Qualcomm Snapdragon 210, качественный IPS, неплохая камера 8 мп. Звонки, интернет серфинг. Не более.",1
1981,Очень приятный экран и камера. Большой объем памяти. 99% приложений работали на ура - неплохая производительность для своей цены.,1
1982,"Надолго хватает батареи, выглядит мощно и надежно.",1
1983,"-Наличие двух камер: монохромный и цветной сенсор, оба по 12МП, действует стабилизация изображения, что позволяет получить хорошие качество снимков. Возможна съёмка видео в 4К, что хорошо радует. При движении картинка плывёт плавно, автофокус срабатывает меньше 1,5 секунды Стандартный функционал камеры -Неплохой процессор, мой первый смартфон с MTK процессором. Хорошо порадовал, всё работает плавно, игры тянет хорошо -Дисплей, яркости достаточно, присутствует настраиваемый режим защиты зрения -Приятный дизайн -Аппаратная составляющая: в зависимости от освещения, экран настраивает яркость, иконки выполнены аккуратно, интерфейс приятен в использовании, система различных предупреждений вызывают чувства заботливости о пользователе -Память: 4ГБ хватает на любые нужды, также обеспечивает быстродействие системы. 64ГБ для меня оказалось маловато, особенно при активном использовании камер, а так её встроено вдволь",1
1984,"Заявленные функции работают. Можно заряжать другие устройства, фонарь присутствует.",1
1985,3 сим-карты. Неплохой экран. Фонарик. Вибро мощное! На этом и всё.,1
1986,"Аккумулятор держит дней шесть. Крупные кнопки, возможность перенастройки функциональных кнопок,очень громкие динамики, как на звонок, так и слуховой (можно детально настроить под себя). Экран яркий и крупный шрифт. Удобный корпус. Две сим-карты.",1
1987,"Хорошый аппарат купил в мае 2017 до сих пор отлично работает, не много потерял аккум.",1
1988,"Очень хороший экран, яркий, цвета насыщенные, звук в наушниках очень хороший. Низкая цена.",1
1989,"Низкая цена, ничего лишнего, долго держит батарея, две сим-карты, FM-радио, отличная слышимость при разговоре с двух сторон, поддержка карты памяти.",1
1990,"Удачный дизайн передней панели, отличный ход кнопок. Радио работает без гарнитуры.",1
1991,Цена. Размер цифр на клавишах.,1
1992,рабочая лошадка. целый день юзая. еще 40% батареи. блин старая добрая Nokia. если вы не фанат веселых гаджетов. это ваш выбор.,1
1993,"Хороший дизайн, камера неплохая",1
1994,Не тормозит. Оперативно откликается.,1
1995,Внешний вид. Малый размер. Камера и Цена...стоит своих денег.,1
1996,"Телефон показал себя как настоящий боец: на какие только поверхности не падал (плитка, асфальт, лед) - в итоге остались только маленькие царапки на корпусе (после асфальта). Но даже и этого бы не произошло, носи я чехол. В общем, телефон супер крепкий. Экран вообще огонь. Не ожидал, что столько проживет. Сенсор прям хорош. Также не пострадал ни разу. Вообще стоит сказать, что ремонт ему ни разу не потребовался. Хотя покупал его, ни много ни мало, год назад. Для телефона за 4 с копейками тысячи - это что-то невероятное, по-моему. Хотя может это только с дорогими телефонами много проблем всегда? По функционалу: 1. Камера 8МП. Фоткает вполне сносно для своей цены 2. Поддерживает LTE и вообще ловит всегда и везде 3. С подключенным вай-фаем можно спокойно перемещаться по квартире: сигнал не пропадает и не становится хуже 4. Громкий звук, чистый 5. Вполне достойный аккумулятор. Разряжается граздо медленнее, если убавить яркость экрана 6. Система тоже во всем устраивает",1
1997,"Недорогой качественный телефон. Подойдет для ребенка. Размеры поменьше, чем у большинства смартфонов сейчас, поэтому хорошо лег в детскую ручку. С него можно и позвонить нормально и поиграть потом на досуге. В общем, за такую цену не жалко, даже если с ним что-то случится. А так в целом хороший телефон, понравилась даже камера. Дизайн простенький, но нам больше и не надо. Наоборот, лучше чтобы не привлекал лишнего внимания.",1
1998,"производительность на высоте,телефон загружен по максимуму использую все кроме игр!!! все в нем работает,за пол года использования один глюк с пропавшим интернетом !!!!",1
1999,"Мне понравилось, как работает телефон в целом. Не тупит, андроид стабильно пашет, претензий нет. Тоже обновился в первый день покупки. Версия вроде бы не глюченная сейчас. Приколько выглядит. Удобно дотягиваться до всех частей экрана. Дисплей дает очень красивую картинку, тач в меру чувствительный. Камера тоже ничего, приходится если что-то сфотографировать - можно это сделать спокойно, и не получится каша на фото. В целом, телефон функционирует отлично. Плюс надо делать скидку на ценовую категорию. Мне кажется, тут можно не придираться к мелким недочетам.",1
2000,"Приятный внешний вид, металлический корпус. Качественный красочный дисплей, хорошая камера, снимки делает довольно качественно. За цену от 13 тысяч я получил 32гб что очень здорово, докупил карту на 60гб и шикую.",1
2001,"Хороший экран, большая батарея. Предостаточный объем памяти. Самый большой плюс в том что экраны меняются очень просто, да у меня уже третий стоит. Стоит экран 1500 на али.",1
2002,"Отличный, прочный телефон с амоледом. Огромный (по сравнению с моим прошлым Хуавеем) аккумулятор (4500 против 2800).",1
2003,"Приличный запас яркости дисплея, разрешение и настройки делают своё дело. Камера на очень хорошем уровне и имеет множество настроек, нравится как осветляет картинку в режиме Ночь. Аккумулятор при очень активном использовании выдерживает с утра до вечера, с одной симкой держит чуть больше. Звук из динамиков имеет хорошую громкость. Комплектный чехол позволяет отвечать на звонки и переключать треки стандартного музыкального приложения не раскрывая его. Хороший дизайн, запас памяти и функционал.",1
2004,"Изящный, яркий экран, четкие цвета, быстрый как молния. Фотоаппарат включается за полсекунды. Производительность абсолютная! Батарея при тяжелой нагрузке может дотянуть до вечера и , что важно, за год эксплуатации емкость снизилась мало. Для такого размера экрана легкий вес.",1
2005,"Большой экран,удобные немаленькие кнопки,запись разговоров,5-7 дней хватает заряд батареи,вообщем неплохой внешний вид",1
2006,"Хорошо лежит в руке, малый вес, симпатичный.",1
2007,"Дизайн, Камера, Установка фотографий на контакты, Возможность установки множество различных приложений из магазина, Довольно качественный микрофон, Сочный и чёткий экран, действительно классный(но имеет небольшие углы обзора), Долго держит свой заряд(как при не использовании, что логично), так и при звонках, выходу в интернет, прослушивания музыки и радио). Дней 5 точно держит, прям минимум, ну максимум, дней до 7-8 доходит,",1
2008,"В этом телефоне отличные функции: чёрный список на звонки и отдельно чёрный список на смс (вроде до 10 номеров). Брала мужу, чтобы его не доставали маньячки с целью вспомнить былое и пообщаться. При нанесении телефона в чс в звонки и смс, никогда не смогут дозвониться и написать.",1
2009,"Все устраивает,очень шустрый!За три года не глючил не тормазил!Купил за 3400р на Али.",1
2010,"Хороший дисплей, отличные наушники в комплекте.",1
2011,Хорошо держит заряд батарея. Хорошие фото в темноте.,1
2012,"Имел телефон Алкатель, неплохой, но с одним недостатком - нет виброзвонка. На улице звонок не слышен, а дома утром нужно включать звук вызова, который будит домочадцев. У данного телефона есть виброзвонок, кстати, не все мобильники его имеют. Громкость разговора нормальная, тебя также слышат хорошо. Покупал за 690 рублей месяц назад, однако, сегодня, в конце января 2019 его можно купить за 463 рубля. Очень нормальная цена для такого аппарата.",1
2013,"По сравнению с аналогами в данной ценовой категории, достоинств никаких нет.",1
2014,"Уровень громкости и качество звукового сопровождения ( динамик у аппарата огромен - он оснащен диффузором с габаритными размерами 25*15мм), крепкий корпус, металлическая окантовка корпуса. Хороший яркий и контрастный экран с отличными углами обзора.",1
2015,"- дизайн, - толщина и вес, - камера",1
2016,Покупал деду: - Звонит очень громко (есть звонок старого телефона). - Есть фонарик - Большие кнопки - На время работы не жаловался,1
2017,"Это не один из трёх, бишь android/ios/winphone -- мне как линуксоводу с двадцатилетним стажем андроид не нравится, не говоря уже об остальных двух вариантах слива данных кинетическому противнику.",1
2018,"Большой экран, хорошие цвета, хорошая камера.",1
2019,"Для этой цены-великолепно.Установите карту памяти,включите автозапись разговора и у вас в кармане отличный помощник и свидетель событий,работающий на своего хозяина.Рекомендую.",1
2020,"Если использовать в качестве беспроводного микрофона - сам по себе микрофон отличный и не выключается при выключенном экране. Есть 3G, GPS, 2sim, sdcard, фонарик и многое другое. Периодически обновляется и улучшается (последняя прошивка b119)",1
2021,"Цена, форм фактор, живучесть.",1
2022,"Цена. Количество и качество опций за эту цену. Тактильные ощущения от использования аппарата сравнимы с дорогими брэндами (субъективно, но на моё восприятие вполне приятно держать в руке)",1
2023,"Увеличение фото, картинок, геолокация очень хорошая,если не загружать много приложений,то не будет зависать.",1
2024,"Большое время ожидания, заряжаем раз в неделю!",1
2025,Хороший на ощупь.Тонкий. Память 16. Экран хороший.Вообщем не плохой телефон. Не виснет,1
2026,Проработал дольше на год моего старого китайского смартфона нонейм.,1
2027,"Долго держит заряд. Нет необходимости снимать перчатки, чтобы ответить на звонок (это не сенсор!). Не страшно отправлять ребёнка с ним на улицу: при утере или порче не ударит по бюджету. Есть радио, для работы не нужны наушники. Нет игрушек (это отлично, чтоб ребёнок в нем не сидел). Есть возможность выхода в интернет (но это одно название, конечно).",1
2028,"Цена,купил в январе 2019г. Средний класс, экран ips, без зависаний и тормозов, неплохо выглядит, звук на 4. Быстро работает 4g и Wi-Fi.",1
2029,- Компактный - Хорошо выглядит,1
2030,"Покупал в качестве телефона с закрытой ос и без интернета т.к. активно пользуюсь интернет банкингом но страдаю фобией фишинга. Да и вообще смартфон в качестве телефона не удобен для меня лично. Из достоинств : практичный функционал есть фонарик калькулятор мп-3 плеер будильник ,радио вообщем все что нужно. Батарейка большая хватает на долго. По сути это полный клон предшественника - х281 которым я пользовался до того (упал в воду и почил). В новой модели порадовала опция синхронизации времени по сети",1
2031,"За такую цену (840р) очень достойная звонилка. Крепкий корпус, удобные выпуклые кнопки, есть фонарик и вибра, очень громкий. Шрифт один (белый на черном), хорошо читаемый, крупный. Иконки в меню все разные, отличить легко даже при плохом зрении. При наборе номера снизу - список совпадений из адресной книги, это удобно. Если звонки от одного абонента подряд, они в истории группируются. Поиск в адресной книге - по совпадению с начала. То есть при наборе А Аварийка покажут, а дАча - нет. Заряд держит прилично - за 2 дня уменьшился 1 столбик из 4, хотя слушала музыку часа 3-4. Музыку играет вполне достойно по качеству для дешевого аппарата.",1
